title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
Sudan Southern Kordofan Gubernatorial,2011-05-05T00:00:00+00:00,2011-05-02T00:00:00+00:00,day,calendar.12065.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2016-10-27T13:26:18+00:00,"Sub Saharan Africa, Sudan",https://www.ndi.org/node/12065
2016 Nicaragua General Election,2016-11-07T00:00:00+00:00,2016-11-06T00:00:00+00:00,day,calendar.12404.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-01-03T16:20:59+00:00,"Latin America & the Caribbean, Nicaragua",https://www.ndi.org/node/12404
2019 Slovakia Presidential Election,2019-03-17T00:00:00+00:00,2019-03-16T00:00:00+00:00,day,calendar.25292.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2019-01-11T13:46:37+00:00,"Central and Eastern Europe, Slovakia",https://www.ndi.org/2019-slovakia-presidential-election
2020 Dominican Republic General Elections,2020-07-06T00:00:00+00:00,2020-07-05T00:00:00+00:00,day,calendar.25631.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2020-04-14T17:05:53+00:00,Dominican Republic,https://www.ndi.org/2020-dominican-republic-general-elections
2015 Burundi National Assembly Election,2015-06-30T00:00:00+00:00,2015-06-29T00:00:00+00:00,day,calendar.12369.field_ndi_elect_day_date.0@www.ndi.org,National Assembly,2024-07-10T13:22:59+00:00,2017-02-10T17:10:29+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/12369
Mexico General Election 2012,2012-07-01T08:00:00-04:00,2012-07-01T08:00:00-04:00,second,calendar.12090.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Mexico",https://www.ndi.org/node/12090
2015 Namibia Regional Council and Local Authority Elections,2015-11-27T10:00:00-05:00,2015-11-27T10:00:00-05:00,second,calendar.12394.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/12394
Nicaragua Local/Municipal Election 2009,2009-01-18T10:00:00-05:00,2009-01-18T10:00:00-05:00,second,calendar.11913.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Nicaragua",https://www.ndi.org/node/11913
2019 Dominica Parliamentary Election,2019-12-07T00:00:00+00:00,2019-12-06T00:00:00+00:00,day,calendar.25150.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2019-11-12T14:53:51+00:00,Dominica,https://www.ndi.org/2019-dominica-parliamentary-election
Indonesia Presidential (Second Round) Election 2004,2004-09-20T08:00:00-04:00,2004-09-20T08:00:00-04:00,second,calendar.12227.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Indonesia",https://www.ndi.org/node/12227
2016 Chad Presidential Run-off Election,2016-05-09T08:00:00-04:00,2016-05-09T08:00:00-04:00,second,calendar.18458.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Chad",https://www.ndi.org/node/18458
Iran Parliamentary Election 2008,2008-03-14T08:00:00-04:00,2008-03-14T08:00:00-04:00,second,calendar.11878.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/11878
Mauritania Constitutional Referendum 2006,2006-06-24T08:00:00-04:00,2006-06-24T08:00:00-04:00,second,calendar.12252.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Mauritania",https://www.ndi.org/node/12252
2017 Algeria Legislative and Local Elections,2017-05-05T00:00:00+00:00,2017-05-04T00:00:00+00:00,day,calendar.18483.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2017-02-06T17:50:33+00:00,"Middle East and North Africa, Algeria",https://www.ndi.org/node/18483
Tanzania General Election 2005,2005-12-14T10:00:00-05:00,2005-12-14T10:00:00-05:00,second,calendar.11736.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Tanzania",https://www.ndi.org/node/11736
Venezuela Regional Election 2012,2012-12-16T10:00:00-05:00,2012-12-16T10:00:00-05:00,second,calendar.12110.field_ndi_elect_day_date.0@www.ndi.org,Regional,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Venezuela",https://www.ndi.org/node/12110
Lesotho Local Election 2005,2005-05-01T08:00:00-04:00,2005-05-01T08:00:00-04:00,second,calendar.11761.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Lesotho",https://www.ndi.org/node/11761
Russia Presidential Election 2012,2012-03-04T10:00:00-05:00,2012-03-04T10:00:00-05:00,second,calendar.12075.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Russia",https://www.ndi.org/node/12075
2015 Nigeria Bayelsa State Gubernatorial Election,2015-12-06T00:00:00+00:00,2015-12-05T00:00:00+00:00,day,calendar.12414.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:23:00+00:00,2017-02-10T16:29:10+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12414
2016 Niger Presidential and Parliamentary Election,2016-02-22T00:00:00+00:00,2016-02-21T00:00:00+00:00,day,calendar.12379.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-02-09T22:53:06+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/12379
2021 Bulgarian Parliamentary Elections,2021-03-29T00:00:00+00:00,2021-03-28T00:00:00+00:00,day,calendar.25945.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2020-11-13T23:28:45+00:00,Bulgaria,https://www.ndi.org/2021-bulgarian-parliamentary-elections
2016 Lebanon Municipal Elections Phase 4,2016-05-29T08:00:00-04:00,2016-05-29T08:00:00-04:00,second,calendar.18503.field_ndi_elect_day_date.0@www.ndi.org,Local Phase 4,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Lebanon",https://www.ndi.org/node/18503
Slovakia Presidential Election 2009,2009-04-04T08:00:00-04:00,2009-04-04T08:00:00-04:00,second,calendar.11923.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Slovakia",https://www.ndi.org/node/11923
Kyrgyzstan Parliamentary (Second round) 2005,2005-03-13T10:00:00-05:00,2005-03-13T10:00:00-05:00,second,calendar.12237.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Kyrgyzstan",https://www.ndi.org/node/12237
Georgia Parliamentary Elections 2008,2008-05-21T08:00:00-04:00,2008-05-21T08:00:00-04:00,second,calendar.11888.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/11888
Mauritius Parliamentary Election 2005,2005-09-30T08:00:00-04:00,2005-09-01T08:00:00-04:00,second,calendar.12262.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Mauritius",https://www.ndi.org/node/12262
2016 St. Lucia General Elections,2016-06-07T00:00:00+00:00,2016-06-06T00:00:00+00:00,day,calendar.18493.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2017-02-09T20:55:07+00:00,St. Lucia,https://www.ndi.org/node/18493
India General Election 2014,2014-04-08T08:00:00-04:00,2014-04-07T08:00:00-04:00,second,calendar.18326.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, India",https://www.ndi.org/node/18326
Armenia Local Election 2005,2005-10-23T08:00:00-04:00,2005-10-23T08:00:00-04:00,second,calendar.11746.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Armenia",https://www.ndi.org/node/11746
Montenegro Presidential Election 2013,2013-04-07T08:00:00-04:00,2013-04-07T08:00:00-04:00,second,calendar.12120.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Montenegro",https://www.ndi.org/node/12120
2023 Montenegro Presidential Election,2023-03-20T00:00:00+00:00,2023-03-19T00:00:00+00:00,day,calendar.26446.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2023-01-17T14:06:40+00:00,Montenegro,https://www.ndi.org/2023-montenegro-presidential-election
Maldives Parliamentary Election 2005,2005-01-22T10:00:00-05:00,2005-01-22T10:00:00-05:00,second,calendar.11771.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Maldives",https://www.ndi.org/node/11771
Dominican Republic Presidential Election 2012,2012-05-20T08:00:00-04:00,2012-05-20T08:00:00-04:00,second,calendar.12085.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Dominican Republic, Latin America & the Caribbean",https://www.ndi.org/node/12085
2016 Comoros Presidential Election Runoffs,2016-04-10T08:00:00-04:00,2016-04-10T08:00:00-04:00,second,calendar.12424.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Comoros",https://www.ndi.org/node/12424
2017 Senegal Legislative Elections,2017-07-03T00:00:00+00:00,2017-07-02T00:00:00+00:00,day,calendar.24492.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2017-02-28T16:31:09+00:00,Senegal,https://www.ndi.org/2017-senegal-legislative-elections
2018 Guinea Local Elections,2017-02-05T00:00:00+00:00,2017-02-04T00:00:00+00:00,day,calendar.24831.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2017-11-15T21:29:28+00:00,Guinea,https://www.ndi.org/2018-guinea-local-elections
Romania Parliamentary Election 2008,2008-11-30T10:00:00-05:00,2008-11-30T10:00:00-05:00,second,calendar.11908.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/11908
2019 DRC Local Assembly Elections,2019-09-23T00:00:00+00:00,2019-09-22T00:00:00+00:00,day,calendar.25145.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2018-08-21T17:33:29+00:00,Democratic Republic of Congo (DRC),https://www.ndi.org/2019-drc-local-assembly-elections
"2016 Uganda Parliamentary & Local Elections (Kagadi, Kakumiro, Rubanda, Omoro)",2016-08-30T00:00:00+00:00,2016-08-29T00:00:00+00:00,day,calendar.18513.field_ndi_elect_day_date.0@www.ndi.org,"Local, Parliamentary",2024-07-10T13:22:59+00:00,2017-01-05T15:07:17+00:00,"Sub Saharan Africa, Uganda",https://www.ndi.org/node/18513
Kuwait Parliamentary Election 2009,2009-05-17T00:00:00+00:00,2009-05-16T00:00:00+00:00,day,calendar.11933.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-26T21:36:07+00:00,"Middle East and North Africa, Kuwait",https://www.ndi.org/node/11933
Benin Presidential (Second Round) Election 2006,2006-03-19T10:00:00-05:00,2006-03-19T10:00:00-05:00,second,calendar.12247.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Benin",https://www.ndi.org/node/12247
2016 Iran Parliamentary Run-off Elections,2016-04-29T08:00:00-04:00,2016-04-29T08:00:00-04:00,second,calendar.18478.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/18478
Swaziland Legislative Election 2008,2008-09-19T08:00:00-04:00,2008-09-19T08:00:00-04:00,second,calendar.11898.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,Swaziland,https://www.ndi.org/node/11898
Libya Constituent Assembly Election 2014,2014-02-20T10:00:00-05:00,2014-02-20T10:00:00-05:00,second,calendar.12272.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Libya",https://www.ndi.org/node/12272
2023 Nigeria General Elections,2023-02-26T00:00:00+00:00,2023-02-25T00:00:00+00:00,day,calendar.26127.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2023-03-06T00:24:03+00:00,Nigeria,https://www.ndi.org/2023-nigeria-general-elections
Kuwait Parliamentary Election 2012,2012-12-01T10:00:00-05:00,2012-12-01T10:00:00-05:00,second,calendar.12105.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Kuwait, Middle East and North Africa",https://www.ndi.org/node/12105
2024 Mexico General Elections,2024-06-03T00:00:00+00:00,2024-06-02T00:00:00+00:00,day,calendar.26962.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2023-08-23T17:54:58+00:00,Mexico,https://www.ndi.org/2024-mexico-general-elections
Bulgaria Parliamentary Election 2005,2005-06-25T08:00:00-04:00,2005-06-25T08:00:00-04:00,second,calendar.11756.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bulgaria",https://www.ndi.org/node/11756
2019 Tunisia Parliamentary Elections,2019-10-07T00:00:00+00:00,2019-10-06T00:00:00+00:00,day,calendar.25332.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-10-28T21:14:06+00:00,Tunisia,https://www.ndi.org/2019-tunisia-parliamentary-elections
2015 Bulgaria Local Runoff Election,2015-11-01T09:00:00-05:00,2015-11-01T09:00:00-05:00,second,calendar.12409.field_ndi_elect_day_date.0@www.ndi.org,Local Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bulgaria",https://www.ndi.org/node/12409
Iran Presidential Election 2013,2013-06-14T08:00:00-04:00,2013-06-14T08:00:00-04:00,second,calendar.12130.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/12130
Palestinian Territories Local Election 2005,2005-05-06T00:00:00+00:00,2005-05-05T00:00:00+00:00,day,calendar.11781.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-26T21:19:22+00:00,"Middle East and North Africa, West Bank and Gaza",https://www.ndi.org/node/11781
2019 Senegal Presidential Election,2019-02-25T00:00:00+00:00,2019-02-24T00:00:00+00:00,day,calendar.25297.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2019-01-02T17:22:22+00:00,Senegal,https://www.ndi.org/2019-senegal-presidential-election
Congo Brazzaville Legislative Election 2012,2012-07-16T00:00:00+00:00,2012-07-15T00:00:00+00:00,day,calendar.12095.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-27T14:04:22+00:00,"Sub Saharan Africa, Congo",https://www.ndi.org/node/12095
2016 Djibouti Presidential Election,2016-04-08T08:00:00-04:00,2016-04-08T08:00:00-04:00,second,calendar.12434.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Djibouti",https://www.ndi.org/node/12434
El Salvador Presidential Election,2009-03-16T00:00:00+00:00,2009-03-15T00:00:00+00:00,day,calendar.11918.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-26T21:35:03+00:00,"Latin America & the Caribbean, El Salvador",https://www.ndi.org/node/11918
2016 Niger Edo State Gubernatorial Election,2016-09-28T08:00:00-04:00,2016-09-28T08:00:00-04:00,second,calendar.18523.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/18523
Indonesia Presidential Election 2009,2009-07-08T08:00:00-04:00,2009-07-08T08:00:00-04:00,second,calendar.11943.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Indonesia",https://www.ndi.org/node/11943
2018 Cote d'Ivoire Local Election,2018-10-14T00:00:00+00:00,2018-10-13T00:00:00+00:00,day,calendar.25180.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2018-09-12T19:01:17+00:00,Côte d’Ivoire,https://www.ndi.org/2018-cote-divoire-local-election
Brazil Presidential (Second Round) Election 2006,2006-10-29T09:00:00-05:00,2006-10-29T09:00:00-05:00,second,calendar.12257.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Brazil",https://www.ndi.org/node/12257
2016 South Africa Local Elections,2016-08-04T00:00:00+00:00,2016-08-03T00:00:00+00:00,day,calendar.18488.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2017-01-09T16:20:11+00:00,"Sub Saharan Africa, South Africa",https://www.ndi.org/node/18488
Romania Local (2nd round) Election 2008,2008-06-15T08:00:00-04:00,2008-06-15T08:00:00-04:00,second,calendar.12282.field_ndi_elect_day_date.0@www.ndi.org,Local Phase 2,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/12282
2020 Bolivia Presidential Re-Run Elections,2020-10-19T00:00:00+00:00,2020-10-18T00:00:00+00:00,day,calendar.25788.field_ndi_elect_day_date.0@www.ndi.org,Presidential Re-Run,2024-07-10T13:22:59+00:00,2020-07-28T19:23:40+00:00,Bolivia,https://www.ndi.org/2020-bolivia-presidential-re-run-elections
Peru Presidential and Parliamentary Election 2006,2006-04-09T08:00:00-04:00,2006-04-09T08:00:00-04:00,second,calendar.11801.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Peru, Latin America & the Caribbean",https://www.ndi.org/node/11801
Cuba National Assembly Election 2013,2013-02-03T10:00:00-05:00,2013-02-03T10:00:00-05:00,second,calendar.12115.field_ndi_elect_day_date.0@www.ndi.org,National Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Cuba",https://www.ndi.org/node/12115
Burundi Constitutional Referendum 2005,2005-02-28T10:00:00-05:00,2005-02-28T10:00:00-05:00,second,calendar.11766.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/11766
2015 Central African Republic Constitutional Referendum,2015-12-14T00:00:00+00:00,2015-12-13T00:00:00+00:00,day,calendar.12419.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2017-02-10T16:25:50+00:00,"Sub Saharan Africa, Central African Republic",https://www.ndi.org/node/12419
2018 Burundi Constitutional Referendum,2018-05-18T00:00:00+00:00,2018-05-17T00:00:00+00:00,day,calendar.24993.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2018-04-04T15:58:35+00:00,Burundi,https://www.ndi.org/2018-burundi-constitutional-referendum
Guinea Legislative Election 2013,2013-09-28T08:00:00-04:00,2013-09-28T08:00:00-04:00,second,calendar.12140.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Guinea",https://www.ndi.org/node/12140
2024 Indonesia Presidential Elections,2024-02-15T00:00:00+00:00,2024-02-14T00:00:00+00:00,day,calendar.26805.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2023-04-09T22:21:57+00:00,Indonesia,https://www.ndi.org/2024-indonesia-presidential-elections
Uganda Presidential and Parliamentary Election 2006,2006-02-23T10:00:00-05:00,2006-02-23T10:00:00-05:00,second,calendar.11791.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Uganda",https://www.ndi.org/node/11791
